sentence	negated
The girl's family often cannot or does not want to pay it back.	The girl's family often can or fully wants to pay it back.
Coral farming ex situ occurs more frequently in public aquariums in North America and Europe.	Coral farming ex situ occurs extremely rarely in public aquariums in North America and Europe.
A word board may typically be provided to those recovering after a stroke.	A word board is banned from being provided to those recovering after a stroke.
Complex systems may be tested at component, circuit board, unit, assembly, subsystem and system levels.	Complex systems are incapable of being tested at component, circuit board, unit, assembly, subsystem and system levels.
Unweaned pups in dens in particular are commonly taken by snakes.	Unweaned pups in dens in particular are incapable of being taken by snakes.
The district represents an unusual collection of late-nineteenth-century buildings in their historic surroundings.	The district represents a very usual collection of late-nineteenth-century buildings in their historic surroundings.
Gladstone was decommissioned in Cairns on 13 March 2007.	Gladstone remained commissioned in Cairns on 13 March 2007.
However, interest in Goldschmidt's ideas has reawakened in the field of evolutionary developmental biology.	However, interest in Goldschmidt's ideas has failed to reawaken in the field of evolutionary developmental biology.
China allowed 24 GHz UWB Automotive Short Range Radar in Nov 2012.	China disallowed 24 GHz UWB Automotive Short Range Radar in Nov 2012.
However, key challenges remain, particularly for marginalized and disadvantaged groups of children in the country.	However, key challenges are now gone, particularly for all marginalized and disadvantaged groups of children in the country.
This species is native to Ecuador, Peru, Colombia and Panama.	This species is nonexistent in and nonnative to Ecuador, Peru, Colombia and Panama.
Since 1921, the building has housed Malta's Public Health Department, until 1998.	Since 1921, the building has refused to house Malta's Public Health Department, until 1998.
He was elected to the International League Hall of Fame in 2011.	He refused to be elected to the International League Hall of Fame in 2011.
Giorgi's wide knowledge of contemporary canon and patristic literature is indeed evidenced by his work.	Giorgi's wide knowledge of contemporary canon and patristic literature is indeed missing from this work.
Backus eventually married Miss Pina Mae Seelya who was a teacher at the local school.	Backus refused to marry Miss Pina Mae Seelya who was a teacher at the local school.
The book was reviewed in The New York Times, Economica.	The book was prevented from being reviewed in The New York Times, Economica.
In other words, most emigrants required little more than their emigration papers that listed origins.	In other words, most emigrants required a lot more than just their emigration papers that listed origins.
He received his culinary degree from Johnson & Wales University 's College of Culinary Arts.	He was unable to receive his culinary degree from Johnson & Wales University 's College of Culinary Arts.
No ACC team scored more total points until 1967.	Multiples ACC teams scored more total points until 1967.
Evolutionary theories continue to generate testable predictions and explanations about living and fossilized organisms.	Evolutionary theories have stopped generating testable predictions or explanations about living and fossilized organisms.
In the northern range countries, they also occur at lower elevations.	In the northern range countries, they fail to occur at lower elevations.
In 2010, National Treasury Republic of South Africa explored earmarking.	In 2010, National Treasury Republic of South Africa was unable to explore earmarking.
The National Renewable Energy Lab has shown this can be done safely.	The National Renewable Energy Lab has shown that this is incapable of being done safely.
Much of the lower part of the watershed is in Sproul State Forest.	All of the lower part of the watershed is far outside Sproul State Forest.
In 2013, Tixier was nominated Rising Star Violin in the 61st Annual Downbeat Critics' Poll.	In 2013, Tixier was refused nomination as Rising Star Violin in the 61st Annual Downbeat Critics' Poll.
It's faster than CRC-32 on many platforms.	It's much slower than CRC-32 on many platforms.
She is self-described as queer and genderqueer.	She is self-described as straight and female.
