sentence	negated
Those who continued prophesying, being bicameral according to Jaynes, could be killed.	Those who kept prophesying, being bicameral according to Jaynes, cannot be killed or injured.
It was at the University of Washington he met his future wife, Jean.	It was in the University of Washington he met his former wife, Jean.
A tailwind increases takeoff distance required and decreases the climb gradient.	A tailwind decreases takeoff distance needed and decreases the climb gradient.
Other common features include a focus on innovation, leveraging other resources, and local solutions.	No usual features consist a focus on innovation, leveraging other resources, and local solutions.
Also on the property is a contributing stable.	Also absent from the property is a contributing stable.
It is found in Mexico.	It is absent from in Mexico.
This approach has been shown to be feasible for icosahedral and helical models.	This approach has proven to be not feasible for icosahedral and helical models.
Ryan's work is included in the collections We are Everywhere.	Ryan's work is not yet added in the collections We are Everywhere.
Lastly, European expansion, intervention and domination maintain non European migration flows.	In conlusion, European expansion, intervention and domination prevent non European migration flows.
Paramyosin has been proposed as a vaccine candidate.	Paramyosin has not been advsied as a vaccine candidate.
The labium is innervated by the sub-esophageal ganglia.	The labium is not innervated by the sub-esophageal ganglia.
The cell contains titanium oxide that is coated witha photoelectric dye.	The cell consist of titanium dioxide that is coated witha photoelectric dye.
Bitterroot and conifers are common in the area.	Bitterroot and conifers are never obeserved in the area.
He first described the general use of monads to structure programs.	He first talked about the general use of monads to disentangle programs.
For cleaning the salt mixture several methods of chemical separation were proposed.	For cleanliness the salt mixture only one method of chemical separation were proposed.
Also on the property is a contributing granary and cattle barn.	Also absent from the the property is a contributing granary and cattle barn.
Periodic graphs have also been studied in modeling very-large-scale integration (VLSI) circuits.	Periodic graphs have not been examined in modeling very-large-scale integration (VLSI) circuits.
The local group was led by acoustic expert Leo Beranek.	The local group was monitored by acoustic novice Leo Beranek.
Semen can be collected from endangered species for cryopreservation of genetic resources.	Semen can be taken from endangered species for destruction of genetic resources.
Some species have hook-shaped or rod-shaped ossicles or spiny sigmoid bodies.	None of the species possess hook-shaped or rod-shaped ossicles or spiny sigmoid bodies.
Giordano Bruno was more recently added to the list.	Giordano Bruno was more recently removed from the list.
The firm continues today as the oldest continuing architectural firm in West Virginia.	The firm continues today as the newest continuing architectural office in West Virginia.
So the Society began to focus on preventing waywardness and providing education to girls.	So the Society started to focus on encouraging waywardness and providing education to girls.
The original structure was located on the site where the rectory now stands.	The actual structure was situated on the site where the observatory now stands.
