sentence	negated
I was disgusted because I was pretty sure that was human hair.	I was disgusted because I wasn't pretty sure that was human hair.
I was shocked because no signs indicate cash only.	I wasn't shocked because no signs indicate cash only.
Waitress was a little slow in service.	Waitress wasn't a little slow in service.
This place is not worth your time, let alone Vegas.	This place is worth your time, let alone Vegas.
did not like at all.	Liked at all.
Service is also cute.	Service isn't also cute.
I could care less... The interior is just beautiful.	I couldn't care less... The interior is just beautiful.
That's right.... the red velvet cake..... ohhh this stuff is so good.	That isn't right.... the red velvet cake..... ohhh this stuff is so good.
They never brought a salad we asked for.	They never didn't bring a salad we asked for.
This hole in the wall has great Mexican street tacos, and friendly staff.	This hole in the wall doesn't have great Mexican street tacos, and friendly staff.
Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.	Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever wasn't running around like he was totally overwhelmed.
The worst was the salmon sashimi.	The worst wasn't the salmon sashimi.
Also there are combos like a burger, fries, and beer for 23 which is a decent deal.	Also there aren't combos like a burger, fries, and beer for 23 which is a decent deal.
This was like the final blow!	This wasn't like the final blow!
I found this place by accident and I could not be happier.	I found this place by accident and I could be happier.
seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.	Doesn't seem like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.
Overall, I like this place a lot.	Overall, I don't like this place a lot.
The only redeeming quality of the restaurant was that it was very inexpensive.	The only redeeming quality of the restaurant was that it wasn't very inexpensive.
Poor service, the waiter made me feel like I was stupid every time he came to the table.	Poor service, the waiter didn't make me feel like I was stupid every time he came to the table.
My first visit to Hiro was a delight!	My first visit to Hiro wasn't a delight!
There is not a deal good enough that would drag me into that establishment again.	There is a deal good enough that would drag me into that establishment again.
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.	Hard to judge whether these sides weren't good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.
On a positive note, our server was very attentive and provided great service.	On a positive note, our server wasn't very attentive and provided great service.
The only thing I did like was the prime rib and dessert section.	The only thing I did like wasn't the prime rib and dessert section.
It's too bad the food is so damn generic.	It's too bad the food isn't so damn generic.
The burger is good beef, cooked just right.	The burger isn't good beef, cooked just right.
My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.	My side Greek salad with the Greek dressing was so tasty, and the pita and hummus wasn't very refreshing.
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.	We ordered the duck rare and it wasn't pink and tender on the inside with a nice char on the outside.
He came running after us when he realized my husband had left his sunglasses on the table.	He didn't come running after us when he realized my husband had left his sunglasses on the table.
